ID	lgth	out	in	long_cov	short1_cov	short1_Ocov	short2_cov	short2_Ocov	short3_cov	short3_Ocov	short4_cov	short4_Ocov	long_nb	short1_nb	short2_nb	short3_nb	short4_nb
681	105	0	0	0.000000	1.514286	1.514286	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
682	136	0	0	0.000000	1.029412	1.029412	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
683	111	0	0	0.000000	1.261261	1.261261	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
684	70	1	0	0.000000	1.828571	1.828571	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
685	124	0	0	0.000000	1.322581	1.322581	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
686	106	0	0	0.000000	1.584906	1.584906	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
687	77	0	0	0.000000	3.194805	3.194805	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
688	66	0	0	0.000000	2.000000	2.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
689	180	0	0	0.000000	1.394444	1.394444	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
690	71	0	0	0.000000	1.549296	1.549296	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
691	1	1	3	0.000000	5.000000	5.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
692	131	0	0	0.000000	1.099237	1.099237	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
693	72	0	0	0.000000	1.625000	1.625000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
694	129	0	0	0.000000	1.077519	1.077519	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
695	85	0	0	0.000000	1.670588	1.670588	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
696	111	0	0	0.000000	1.297297	1.297297	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
697	80	0	0	0.000000	1.150000	1.150000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
698	70	0	0	0.000000	1.628571	1.628571	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
699	72	0	0	0.000000	1.972222	1.972222	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
700	131	0	0	0.000000	1.068702	1.068702	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
701	70	0	0	0.000000	1.971429	1.971429	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
702	70	0	0	0.000000	1.857143	1.857143	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
703	72	0	0	0.000000	1.569444	1.569444	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
704	83	0	0	0.000000	2.253012	2.253012	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
705	72	0	0	0.000000	1.902778	1.902778	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
706	101	0	0	0.000000	1.524752	1.524752	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
707	73	0	0	0.000000	2.917808	2.917808	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
708	132	0	0	0.000000	1.606061	1.606061	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
709	160	0	0	0.000000	1.175000	1.175000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
710	74	0	0	0.000000	2.959459	2.959459	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
711	66	0	0	0.000000	1.984848	1.984848	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
712	72	0	0	0.000000	1.319444	1.319444	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
713	220	0	0	0.000000	1.268182	1.268182	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
714	70	0	0	0.000000	2.085714	2.085714	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
715	77	0	0	0.000000	2.000000	2.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
716	112	0	0	0.000000	1.267857	1.267857	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
717	73	2	0	0.000000	1.452055	1.452055	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
718	234	0	0	0.000000	1.525641	1.525641	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
719	139	0	0	0.000000	1.309353	1.309353	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
720	133	0	0	0.000000	1.586466	1.586466	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
721	114	0	0	0.000000	1.245614	1.245614	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
722	73	0	0	0.000000	1.794521	1.794521	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
723	70	0	0	0.000000	1.328571	1.328571	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
724	72	0	0	0.000000	1.722222	1.722222	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
725	70	0	0	0.000000	1.714286	1.714286	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
726	100	0	0	0.000000	1.980000	1.980000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
727	154	0	0	0.000000	1.837662	1.837662	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
728	110	0	0	0.000000	1.127273	1.127273	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
729	97	0	0	0.000000	1.463918	1.463918	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
730	70	0	0	0.000000	1.500000	1.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
731	132	0	0	0.000000	1.136364	1.136364	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
732	120	0	0	0.000000	1.183333	1.183333	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
733	94	0	0	0.000000	2.106383	2.106383	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
734	82	0	0	0.000000	2.109756	2.109756	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
735	73	0	0	0.000000	2.287671	2.287671	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
736	70	0	0	0.000000	1.700000	1.700000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
737	171	0	0	0.000000	1.654971	1.654971	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
738	84	0	0	0.000000	1.690476	1.690476	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
739	75	0	0	0.000000	1.893333	1.893333	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
740	84	0	0	0.000000	1.666667	1.666667	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
741	72	0	0	0.000000	1.208333	1.208333	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
742	99	0	0	0.000000	2.141414	2.141414	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
743	131	0	0	0.000000	1.877863	1.877863	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
744	175	0	0	0.000000	1.965714	1.965714	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
745	70	0	0	0.000000	1.785714	1.785714	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
746	117	0	0	0.000000	2.017094	2.017094	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
747	4	2	1	0.000000	1.500000	1.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
748	38	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
749	127	0	0	0.000000	1.102362	1.102362	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
750	72	0	0	0.000000	1.944444	1.944444	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
751	70	0	0	0.000000	1.514286	1.514286	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
752	72	0	0	0.000000	1.611111	1.611111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
753	70	0	0	0.000000	1.700000	1.700000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
754	93	0	0	0.000000	1.559140	1.559140	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
755	65	0	0	0.000000	2.000000	2.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
756	207	0	0	0.000000	1.367150	1.367150	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
757	214	0	0	0.000000	1.322430	1.322430	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
758	72	0	0	0.000000	1.263889	1.263889	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
759	72	0	0	0.000000	1.361111	1.361111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
760	84	0	0	0.000000	1.690476	1.690476	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
761	100	0	0	0.000000	2.840000	2.840000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
762	83	0	0	0.000000	2.240964	2.240964	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
763	266	0	0	0.000000	1.342105	1.342105	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
764	99	0	0	0.000000	1.181818	1.181818	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
765	114	0	0	0.000000	1.578947	1.578947	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
766	132	0	0	0.000000	1.734848	1.734848	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
767	134	0	0	0.000000	1.305970	1.305970	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
768	70	0	0	0.000000	1.028571	1.028571	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
769	76	0	0	0.000000	2.513158	2.513158	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
770	72	0	0	0.000000	1.027778	1.027778	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
771	131	0	0	0.000000	1.145038	1.145038	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
772	95	0	0	0.000000	1.273684	1.273684	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
773	67	0	0	0.000000	2.343284	2.343284	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
774	104	0	0	0.000000	1.923077	1.923077	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
775	72	0	0	0.000000	1.416667	1.416667	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
776	72	0	0	0.000000	1.541667	1.541667	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
777	70	0	0	0.000000	1.900000	1.900000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
778	72	0	0	0.000000	1.847222	1.847222	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
779	88	0	0	0.000000	2.568182	2.215909	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
780	106	0	0	0.000000	1.896226	1.896226	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
781	125	0	0	0.000000	1.664000	1.664000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
782	164	0	0	0.000000	1.725610	1.725610	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
783	166	0	0	0.000000	1.373494	1.373494	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
784	134	0	0	0.000000	1.320896	1.320896	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
785	72	0	0	0.000000	1.902778	1.902778	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
786	148	0	0	0.000000	1.716216	1.716216	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
787	94	0	0	0.000000	1.531915	1.531915	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
788	75	0	0	0.000000	1.893333	1.893333	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
789	72	0	0	0.000000	1.347222	1.347222	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
790	67	0	0	0.000000	1.492537	1.492537	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
791	70	0	0	0.000000	1.914286	1.914286	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
792	72	0	0	0.000000	1.430556	1.430556	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
793	81	0	0	0.000000	1.728395	1.728395	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
794	127	0	0	0.000000	1.685039	1.685039	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
795	121	0	0	0.000000	1.173554	1.173554	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
796	102	0	0	0.000000	2.637255	2.637255	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
797	72	0	0	0.000000	1.722222	1.722222	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
798	145	0	0	0.000000	1.896552	1.896552	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
799	72	0	0	0.000000	1.472222	1.472222	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
800	207	0	0	0.000000	1.391304	1.391304	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
801	139	0	0	0.000000	1.021583	1.021583	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
802	67	0	0	0.000000	1.910448	1.910448	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
803	70	0	0	0.000000	1.885714	1.885714	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
804	72	0	0	0.000000	1.652778	1.652778	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
805	70	0	0	0.000000	1.800000	1.800000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
806	70	0	0	0.000000	1.285714	1.285714	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
807	70	0	0	0.000000	1.114286	1.114286	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
808	106	0	0	0.000000	2.150943	2.150943	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
809	70	0	0	0.000000	1.914286	1.914286	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
810	63	0	0	0.000000	1.984127	1.984127	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
811	143	0	0	0.000000	1.461538	1.461538	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
812	111	0	0	0.000000	1.432432	1.432432	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
813	72	0	0	0.000000	1.194444	1.194444	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
814	85	0	0	0.000000	1.647059	1.647059	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
815	93	0	0	0.000000	2.032258	2.032258	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
816	83	0	0	0.000000	1.710843	1.710843	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
817	150	0	0	0.000000	1.413333	1.413333	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
818	105	0	0	0.000000	2.066667	2.066667	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
819	70	0	0	0.000000	1.257143	1.257143	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
820	70	0	0	0.000000	1.742857	1.742857	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
821	108	0	0	0.000000	1.314815	1.314815	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
822	123	0	0	0.000000	1.138211	1.138211	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
823	84	0	0	0.000000	1.666667	1.666667	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
824	70	0	0	0.000000	1.971429	1.971429	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
825	63	0	0	0.000000	1.857143	1.857143	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
826	70	0	0	0.000000	1.471429	1.471429	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
827	108	0	0	0.000000	1.333333	1.333333	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
828	120	0	0	0.000000	1.658333	1.658333	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
829	157	0	0	0.000000	1.203822	1.203822	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
830	72	0	0	0.000000	1.305556	1.305556	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
831	136	0	0	0.000000	1.338235	1.338235	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
832	76	0	0	0.000000	3.750000	3.750000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
833	193	0	0	0.000000	2.487047	2.487047	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
834	70	0	0	0.000000	1.857143	1.857143	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
835	113	0	0	0.000000	2.203540	2.203540	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
836	72	0	0	0.000000	2.638889	2.208333	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
837	73	0	0	0.000000	1.945205	1.945205	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
838	79	0	0	0.000000	1.822785	1.822785	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
839	93	0	0	0.000000	2.010753	2.010753	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
840	106	0	0	0.000000	2.000000	2.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
841	233	0	0	0.000000	1.381974	1.381974	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
842	107	0	0	0.000000	1.327103	1.327103	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
843	136	0	0	0.000000	1.029412	1.029412	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
844	78	0	0	0.000000	2.589744	2.589744	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
845	160	0	0	0.000000	1.525000	1.525000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
846	70	0	0	0.000000	1.657143	1.657143	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
847	73	0	0	0.000000	1.945205	1.945205	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
848	128	0	0	0.000000	1.632812	1.632812	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
849	164	0	0	0.000000	2.189024	2.189024	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
850	145	0	0	0.000000	1.813793	1.813793	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
851	104	0	0	0.000000	1.750000	1.750000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
852	127	0	0	0.000000	1.118110	1.118110	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
853	123	0	0	0.000000	1.154472	1.154472	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
854	64	0	0	0.000000	1.984375	1.984375	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
855	75	0	0	0.000000	1.800000	1.800000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
856	132	0	0	0.000000	1.500000	1.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
857	72	0	0	0.000000	1.055556	1.055556	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
858	72	0	0	0.000000	1.736111	1.736111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
859	70	0	0	0.000000	1.228571	1.228571	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
860	73	0	0	0.000000	2.260274	2.260274	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
861	72	0	0	0.000000	1.930556	1.930556	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
862	72	0	0	0.000000	2.458333	2.458333	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
863	132	0	0	0.000000	1.803030	1.803030	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
864	86	0	0	0.000000	3.860465	3.860465	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
865	75	0	0	0.000000	1.920000	1.920000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
866	70	0	0	0.000000	1.728571	1.728571	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
867	108	0	0	0.000000	1.314815	1.314815	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
868	72	0	0	0.000000	1.486111	1.486111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
869	72	0	0	0.000000	1.916667	1.916667	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
870	127	0	0	0.000000	1.133858	1.133858	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
871	70	0	0	0.000000	1.314286	1.314286	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
872	72	0	0	0.000000	1.652778	1.652778	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
873	75	0	0	0.000000	1.893333	1.893333	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
874	70	0	0	0.000000	1.128571	1.128571	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
875	93	0	0	0.000000	1.548387	1.548387	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
876	137	0	0	0.000000	2.072993	2.072993	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
877	70	0	0	0.000000	2.042857	2.042857	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
878	74	0	0	0.000000	1.918919	1.918919	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
879	70	0	0	0.000000	1.171429	1.171429	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
880	100	0	0	0.000000	1.700000	1.700000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
881	30	1	1	0.000000	1.266667	1.266667	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
882	73	0	0	0.000000	2.246575	2.246575	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
883	70	0	0	0.000000	1.714286	1.714286	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
884	86	0	0	0.000000	2.488372	2.488372	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
885	72	0	0	0.000000	1.486111	1.486111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
886	111	0	0	0.000000	1.531532	1.531532	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
887	69	0	0	0.000000	1.594203	1.594203	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
888	74	0	0	0.000000	3.216216	3.216216	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
889	89	0	0	0.000000	1.617978	1.617978	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
890	70	0	0	0.000000	1.742857	1.742857	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
891	72	0	0	0.000000	1.944444	1.944444	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
892	74	0	0	0.000000	1.945946	1.945946	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
893	72	0	0	0.000000	1.166667	1.166667	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
894	83	0	0	0.000000	1.686747	1.686747	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
895	127	0	0	0.000000	1.787402	1.787402	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
896	70	0	0	0.000000	1.328571	1.328571	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
897	72	0	0	0.000000	2.236111	2.236111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
898	113	0	0	0.000000	1.123894	1.123894	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
899	106	0	0	0.000000	1.339623	1.339623	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
900	72	0	0	0.000000	1.347222	1.347222	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
