ID	lgth	out	in	long_cov	short1_cov	short1_Ocov	short2_cov	short2_Ocov	short3_cov	short3_Ocov	short4_cov	short4_Ocov	long_nb	short1_nb	short2_nb	short3_nb	short4_nb
61	72	0	0	0.000000	1.750000	1.750000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
62	116	0	0	0.000000	1.301724	1.301724	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
63	82	0	0	0.000000	2.756098	2.756098	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
64	65	0	0	0.000000	1.938462	1.938462	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
65	72	0	0	0.000000	1.666667	1.666667	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
66	183	0	0	0.000000	1.426230	1.426230	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
67	70	0	0	0.000000	1.728571	1.728571	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
68	83	0	0	0.000000	1.783133	1.783133	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
69	112	0	0	0.000000	1.267857	1.267857	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
70	64	0	0	0.000000	1.968750	1.968750	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
71	69	0	0	0.000000	1.985507	1.985507	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
72	112	0	0	0.000000	1.044643	1.044643	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
73	72	0	0	0.000000	1.194444	1.194444	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
74	70	0	0	0.000000	1.885714	1.885714	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
75	72	0	0	0.000000	1.902778	1.902778	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
76	82	0	0	0.000000	2.378049	2.378049	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
77	70	0	0	0.000000	1.385714	1.385714	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
78	70	0	0	0.000000	1.700000	1.700000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
79	72	0	0	0.000000	1.875000	1.875000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
80	65	0	0	0.000000	1.984615	1.984615	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
81	72	0	0	0.000000	1.833333	1.833333	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
82	164	0	0	0.000000	1.579268	1.579268	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
83	79	0	0	0.000000	2.518987	2.518987	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
84	134	0	0	0.000000	1.552239	1.552239	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
85	70	0	0	0.000000	1.600000	1.157143	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
86	70	0	0	0.000000	1.328571	1.328571	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
87	72	0	0	0.000000	1.972222	1.972222	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
88	96	0	0	0.000000	1.062500	1.062500	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
89	100	0	0	0.000000	1.210000	1.210000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
90	70	0	0	0.000000	1.028571	1.028571	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
91	70	0	0	0.000000	1.128571	1.128571	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
92	202	0	0	0.000000	1.391089	1.391089	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
93	125	0	0	0.000000	1.624000	1.624000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
94	70	0	0	0.000000	1.771429	1.771429	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
95	68	0	0	0.000000	1.985294	1.985294	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
96	70	0	0	0.000000	1.342857	1.342857	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
97	78	0	0	0.000000	1.794872	1.794872	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
98	70	0	0	0.000000	1.542857	1.542857	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
99	82	1	0	0.000000	1.292683	1.292683	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
100	6	2	2	0.000000	5.000000	5.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
101	160	0	1	0.000000	1.500000	1.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
102	70	0	0	0.000000	1.014286	1.014286	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
103	117	0	0	0.000000	1.196581	1.196581	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
104	98	0	0	0.000000	1.428571	1.428571	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
105	72	0	0	0.000000	1.097222	1.097222	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
106	72	0	0	0.000000	1.736111	1.736111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
107	162	0	0	0.000000	1.450617	1.450617	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
108	70	0	0	0.000000	1.914286	1.914286	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
109	72	0	0	0.000000	1.722222	1.722222	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
110	117	2	0	0.000000	4.837607	4.837607	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
111	28	1	1	0.000000	1.142857	1.142857	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
112	70	0	0	0.000000	1.985714	1.985714	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
113	167	0	0	0.000000	1.526946	1.526946	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
114	131	0	0	0.000000	2.618321	2.618321	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
115	75	0	0	0.000000	2.480000	2.480000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
116	205	0	0	0.000000	1.629268	1.629268	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
117	72	0	0	0.000000	1.638889	1.638889	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
118	70	0	0	0.000000	1.014286	1.014286	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
119	113	0	0	0.000000	1.300885	1.300885	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
120	70	0	0	0.000000	1.028571	1.028571	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
121	72	0	0	0.000000	2.541667	2.541667	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
122	115	0	0	0.000000	1.356522	1.356522	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
123	114	0	0	0.000000	2.052632	2.052632	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
124	157	0	0	0.000000	1.343949	1.343949	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
125	185	0	0	0.000000	1.432432	1.432432	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
126	68	0	0	0.000000	2.000000	2.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
127	116	0	0	0.000000	1.224138	1.224138	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
128	139	0	0	0.000000	1.021583	1.021583	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
129	139	0	0	0.000000	1.920863	1.920863	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
130	73	0	0	0.000000	2.835616	2.835616	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
131	72	0	0	0.000000	2.236111	2.236111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
132	154	0	0	0.000000	1.383117	1.383117	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
133	103	0	0	0.000000	1.174757	1.174757	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
134	83	0	0	0.000000	2.060241	2.060241	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
135	176	0	0	0.000000	1.454545	1.454545	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
136	114	0	0	0.000000	1.175439	1.175439	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
137	130	0	0	0.000000	1.346154	1.346154	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
138	85	0	0	0.000000	2.694118	2.694118	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
139	121	0	0	0.000000	1.487603	1.487603	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
140	153	0	0	0.000000	1.823529	1.823529	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
141	130	0	0	0.000000	1.646154	1.646154	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
142	63	0	0	0.000000	1.984127	1.984127	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
143	70	0	0	0.000000	1.314286	1.314286	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
144	224	0	0	0.000000	1.165179	1.165179	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
145	72	0	0	0.000000	2.125000	2.125000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
146	72	0	0	0.000000	3.361111	3.361111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
147	132	0	0	0.000000	1.075758	1.075758	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
148	72	0	0	0.000000	1.958333	1.958333	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
149	241	0	0	0.000000	1.659751	1.659751	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
150	75	0	0	0.000000	2.693333	2.693333	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
151	72	0	0	0.000000	1.291667	1.291667	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
152	121	0	0	0.000000	1.157025	1.157025	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
153	113	0	0	0.000000	1.274336	1.274336	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
154	110	0	0	0.000000	1.290909	1.290909	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
155	72	0	0	0.000000	2.263889	2.263889	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
156	118	0	0	0.000000	1.186441	1.186441	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
157	93	0	0	0.000000	1.419355	1.419355	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
158	118	0	0	0.000000	1.745763	1.745763	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
159	70	0	0	0.000000	2.285714	2.285714	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
160	203	0	0	0.000000	1.665025	1.665025	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
161	70	0	0	0.000000	1.800000	1.800000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
162	117	0	0	0.000000	1.794872	1.794872	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
163	79	0	0	0.000000	1.772152	1.772152	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
164	82	0	0	0.000000	1.731707	1.731707	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
165	95	0	0	0.000000	1.368421	1.368421	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
166	108	0	0	0.000000	1.314815	1.314815	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
167	70	0	0	0.000000	2.314286	2.314286	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
168	132	0	0	0.000000	1.090909	1.090909	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
169	138	0	0	0.000000	1.057971	1.057971	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
170	136	0	0	0.000000	1.580882	1.580882	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
171	138	0	0	0.000000	1.050725	1.050725	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
172	70	0	0	0.000000	1.014286	1.014286	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
173	72	0	0	0.000000	1.611111	1.611111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
174	72	0	0	0.000000	1.763889	1.763889	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
175	70	0	0	0.000000	1.771429	1.771429	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
176	78	0	0	0.000000	1.846154	1.846154	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
177	95	0	0	0.000000	1.642105	1.642105	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
178	158	0	0	0.000000	1.354430	1.354430	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
179	121	0	0	0.000000	1.768595	1.768595	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
180	68	0	0	0.000000	1.691176	1.691176	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
181	72	0	0	0.000000	1.152778	1.152778	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
182	70	0	0	0.000000	1.528571	1.528571	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
183	116	0	0	0.000000	1.439655	1.439655	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
184	66	1	0	0.000000	1.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
185	72	0	0	0.000000	1.861111	1.861111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
186	74	0	0	0.000000	1.891892	1.891892	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
187	82	0	0	0.000000	1.829268	1.829268	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
188	137	0	0	0.000000	1.547445	1.547445	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
189	75	0	0	0.000000	2.146667	2.146667	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
190	70	0	0	0.000000	1.257143	1.257143	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
191	72	0	0	0.000000	1.986111	1.986111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
192	72	0	0	0.000000	1.069444	1.069444	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
193	70	0	0	0.000000	1.600000	1.600000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
194	70	0	0	0.000000	1.471429	1.471429	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
195	72	0	0	0.000000	1.888889	1.888889	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
196	98	0	0	0.000000	1.214286	1.214286	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
197	78	0	0	0.000000	1.846154	1.846154	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
198	135	0	0	0.000000	2.059259	2.059259	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
199	70	0	0	0.000000	1.171429	1.171429	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
200	72	0	0	0.000000	1.666667	1.666667	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
201	126	0	0	0.000000	1.039683	1.039683	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
202	72	0	0	0.000000	1.972222	1.972222	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
203	99	0	0	0.000000	2.161616	2.161616	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
204	98	0	0	0.000000	1.448980	1.448980	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
205	72	0	0	0.000000	1.236111	1.236111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
206	131	0	0	0.000000	1.099237	1.099237	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
207	72	0	0	0.000000	1.041667	1.041667	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
208	72	0	0	0.000000	1.430556	1.430556	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
209	122	0	0	0.000000	1.163934	1.163934	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
210	130	0	0	0.000000	1.030769	1.030769	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
211	134	1	0	0.000000	1.768657	1.768657	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
212	72	0	0	0.000000	1.500000	1.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
213	72	0	0	0.000000	1.638889	1.638889	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
214	72	0	0	0.000000	1.847222	1.847222	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
215	76	1	0	0.000000	1.434211	1.434211	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
216	168	0	0	0.000000	1.279762	1.279762	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
217	98	0	0	0.000000	1.561224	1.561224	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
